,type,name,url,poster,description,review,IMDB,contentRating,genre,datePublished,keywords,duration,actor,director,creator,RottenTomatoes Audience Score,RottenTomatoes Tomato Meter
61,Movie,El GUAU,https://www.imdb.comhttps://www.imdb.com/title/tt18082726/,https://m.media-amazon.com/images/M/MV5BMjQyYmJhYWUtYmU4OS00NTJjLTlhYzMtZTQyMWI2YjhiYzZmXkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_.jpg,"Chema has a mission: date Claudia, the new girl at his school, so he can lose his virginity to her before the end of the school year. Will he fulfill his dream before graduation?","{'author': 'tkdlifemagazine', 'dateCreated': '2022-12-30', 'inLanguage': 'English', 'heading': 'This one Misses the Mark', 'reviewBody': 'Way too long. This should have been 90 minutes tops. A somewhat charming teenage angst movie about a high school boy in Mexico who struggles between the girl who likes him and the new transfer one that is completely unattainable. Some cute and endearing moments throughout. Some laughs, but not enough. The biggest issue is this one is that it straddles the line too much between raunchy comedy and feel good rom-com. It is neither and therefore losses both audiences in my opinion. I do like the look at the Mexican high school and actors have a general likability. However, none of that is enough to save it.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 4}}",2.4,18+,['Comedy'],2022-11-23,raunchy comedy,PT1H35M,"[{'name': 'Sebastian Dante', 'url': 'https://www.imdb.com/name/nm8503897/'}, {'name': 'Sirena Ortiz', 'url': 'https://www.imdb.com/name/nm9677698/'}, {'name': 'Harold Azuara', 'url': 'https://www.imdb.com/name/nm5567662/'}]","[{'name': 'Ihtzi Hurtado', 'url': 'https://www.imdb.com/name/nm4681274/'}]","[{'name': 'Borja Cobeaga', 'url': 'https://www.imdb.com/name/nm1141070/'}, {'name': 'Ihtzi Hurtado', 'url': 'https://www.imdb.com/name/nm4681274/'}, {'name': 'Diego San José', 'url': 'https://www.imdb.com/name/nm1749125/'}]",0.0,5.0
62,Movie,El club de los lectores criminales,https://www.imdb.comhttps://www.imdb.com/title/tt18260564/,https://m.media-amazon.com/images/M/MV5BNmQxZTA3NDMtMDA4Ni00ZDI3LWI0Y2UtZDU3NDY2ODUzZGFiXkEyXkFqcGdeQXVyNjkyNDIxMjM@._V1_.jpg,0,"{'author': 'gabriel_sanchez', 'dateCreated': '2023-08-28', 'inLanguage': 'English', 'heading': 'Generic slasher film', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 5}}",2.3,TV-MA,"['Horror', 'Thriller']",2023-08-25,"slasher horror,killer,teenage boy,young boy,clown",PT1H29M,"[{'name': 'Veki Velilla', 'url': 'https://www.imdb.com/name/nm6784386/'}, {'name': 'Álvaro Mel', 'url': 'https://www.imdb.com/name/nm9603584/'}, {'name': 'Priscilla Delgado', 'url': 'https://www.imdb.com/name/nm3418701/'}]","[{'name': 'Carlos Alonso Ojea', 'url': 'https://www.imdb.com/name/nm4861847/'}]","[{'name': 'Carlos García Miranda', 'url': 'https://www.imdb.com/name/nm2695399/'}]",0.0,5.0
63,Movie,El Último Vagón,https://www.imdb.comhttps://www.imdb.com/title/tt21735972/,https://m.media-amazon.com/images/M/MV5BYmMxZGFkODYtZDRiMS00MjEwLThlYmMtMzNkMmZjOWE5Njc2XkEyXkFqcGdeQXVyMjYwOTI0NDI@._V1_.jpg,Georgina is a teacher determined to make a difference in the lives of the children she educates in the classroom of a wagon school in rural Mexico.,"{'author': 'satksri-92208', 'dateCreated': '2023-05-30', 'inLanguage': 'English', 'heading': 'Sensitive, Beautiful & True to the core', 'reviewBody': 'A simple tale- of kids, their struggling parents, a sincere teacher, and of the harsh realities of a make shift rail-road community. The story is close to life and brings out the best in the characters, despite poverty and inequities of rural life. It captures the wonder and the joy of growing up with friends. Ikal, the child, is brought back to the school as if by fate, where he had all this amazing time; The school needs him. He also meets his childhood love - and effortlessly slips into his new role as a teacher - something he always wanted to do- inspired by his late teacher Ms Georgina.\n\nThe unique thing about the movie is- it captures childhood without any hype. It makes no contrived effort to lead the story to a good end. Above all, it inspires the viewer to see GOOD in people and circumstances.\n\nInspiring Movie.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 10}}",3.55,TV-14,"['Comedy', 'Drama', 'Family']",2023-05-26,"school,teacher,student,education,kids family",PT1H35M,"[{'name': 'Adriana Barraza', 'url': 'https://www.imdb.com/name/nm0056770/'}, {'name': 'Debbie Pollack', 'url': 'https://www.imdb.com/name/nm0689370/'}, {'name': 'Guillermo Villegas', 'url': 'https://www.imdb.com/name/nm2855864/'}]","[{'name': 'Ernesto Contreras', 'url': 'https://www.imdb.com/name/nm0176496/'}]","[{'name': 'Ángeles Doñate', 'url': 'https://www.imdb.com/name/nm14983503/'}, {'name': 'Javier Peñalosa', 'url': 'https://www.imdb.com/name/nm3720906/'}]",1.5,1.45
64,Movie,Elemental,https://www.imdb.comhttps://www.imdb.com/title/tt15789038/,https://m.media-amazon.com/images/M/MV5BZjYxYWVjMDMtZGRjZS00ZDE4LTk0OWUtMjUyOTI4MmYxNjgwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,"Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together.","{'author': 'benjaminskylerhill', 'dateCreated': '2023-06-16', 'inLanguage': 'English', 'heading': 'Too familiar, but a story well-told.', 'reviewBody': 'Elemental has several obvious glaring problems. For one thing, the attempt to make the elements&apos; differences an overt metaphor for race/culture is shallow and misplaced at best most of the time.\n\nThe story&apos;s themes and plot itself are about as worn-out and tired as the art of the story itself. Not a single new idea is really explored at this level.\n\nAnd, at the more surface level, the film&apos;s visuals vary greatly in quality: the environments are gorgeous, colorful, and vibrant, while the character designs appear haphazard, thrown together, and honestly kind of ugly.\n\nBut where this film shines-and I mean REALLY shines, surprisingly-is in the writing of its characters.\n\nEmber and Wade are instantly distinct, understood, and likeable. They both grow tremendously and at a consistent pace. They are 110% the reason to see this film. I got emotionally wrapped up in their lives and desires in a way that I&apos;ve only felt in Pixar&apos;s best films. This is the sole great achievement of Elemental.\n\nThe one other thing I can praise is the sound design and the musical score-both of which are largely powerful and memorable.\n\nMaybe it&apos;s that my expectations were on the floor going into this, but I&apos;d be lying if I said I didn&apos;t enjoy it. Maybe wait to catch it on streaming, but don&apos;t write it off completely.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.5,SU,"['Animation', 'Adventure', 'Comedy']",2023-06-21,"pixar,3d animation,fire,water,air",PT1H41M,"[{'name': 'Leah Lewis', 'url': 'https://www.imdb.com/name/nm2301427/'}, {'name': 'Mamoudou Athie', 'url': 'https://www.imdb.com/name/nm6974206/'}, {'name': 'Ronnie Del Carmen', 'url': 'https://www.imdb.com/name/nm0215455/'}]","[{'name': 'Peter Sohn', 'url': 'https://www.imdb.com/name/nm0812307/'}]","[{'name': 'John Hoberg', 'url': 'https://www.imdb.com/name/nm0387671/'}, {'name': 'Kat Likkel', 'url': 'https://www.imdb.com/name/nm0969581/'}, {'name': 'Brenda Hsueh', 'url': 'https://www.imdb.com/name/nm1597674/'}]",4.65,3.7
65,Movie,En dag och en halv,https://www.imdb.comhttps://www.imdb.com/title/tt20414642/,https://m.media-amazon.com/images/M/MV5BYjc2MjNhNDMtMWI4ZC00ZGNhLTk0ZGUtOGFkOTMwODI2ZTA1XkEyXkFqcGdeQXVyNTM2OTU2NjY@._V1_.jpg,"In a desperate bid to reunite with his daughter, an armed man bursts into the medical center where his estranged wife works and kidnaps her.","{'author': 'lesley_65', 'dateCreated': '2023-09-02', 'inLanguage': 'English', 'heading': 'Started well but petered out', 'reviewBody': 'This movie started out well with a tense and engaging scene in which a troubled young man (Artan) kidnaps his estranged wife (Louise) at work. The background to their estrangement is hinted at in this first scene and gradually revealed throughout the movie. The highlight is a dramatic and very entertaining encounter with Louise&apos;s parents in which much is exposed about the family dynamics. Unfortunately the movie doesn&apos;t sustain these heights and indeed I was losing interest by the end and feeling frustrated that so little was explained about Artan&apos;s back story.\n\nIf you&apos;re looking for a realistic, emotional family drama that feels like it&apos;s being played out in real time you&apos;ll probably enjoy this movie. However, if you&apos;re looking for a thriller or a psychological drama that keeps you guessing you&apos;ll probably be disappointed by the end.\n\nThe acting and photography are excellent throughout. Fares Fares is wonderful as the police negotiator with his usual understated, compassionate presence that any fan of the Department Q films will appreciate.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",2.9,TV-MA,"['Action', 'Drama', 'Thriller']",2023-09-01,"police,daughter,hostage,summer,journey",PT1H34M,"[{'name': 'Fares Fares', 'url': 'https://www.imdb.com/name/nm0267241/'}, {'name': 'Suanne Braun', 'url': 'https://www.imdb.com/name/nm0105855/'}, {'name': 'Alma Pöysti', 'url': 'https://www.imdb.com/name/nm1728830/'}]","[{'name': 'Fares Fares', 'url': 'https://www.imdb.com/name/nm0267241/'}]","[{'name': 'Fares Fares', 'url': 'https://www.imdb.com/name/nm0267241/'}, {'name': 'Peter Smirnakos', 'url': 'https://www.imdb.com/name/nm13681514/'}]",3.9,4.2
66,Movie,Eres tú,https://www.imdb.comhttps://www.imdb.com/title/tt14463514/,https://m.media-amazon.com/images/M/MV5BYjQ0NDVkZjAtOTZiZC00YzgyLWFmNDMtZDUxZTc0Y2E1YzRjXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_.jpg,0,"{'author': 'nikhilsawant09', 'dateCreated': '2023-03-09', 'inLanguage': 'English', 'heading': 'No Love No Laugh', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 2}}",2.85,TV-MA,"['Comedy', 'Romance']",2023-03-03,"girlfriend,love,curse,kiss,couple",PT1H36M,"[{'name': 'Silvia Alonso', 'url': 'https://www.imdb.com/name/nm3435229/'}, {'name': 'Susana Abaitua', 'url': 'https://www.imdb.com/name/nm2969728/'}, {'name': 'Álvaro Cervantes', 'url': 'https://www.imdb.com/name/nm2024943/'}]","[{'name': 'Alauda Ruiz de Azúa', 'url': 'https://www.imdb.com/name/nm2088446/'}]","[{'name': 'Cristóbal Garrido', 'url': 'https://www.imdb.com/name/nm1310000/'}, {'name': 'Adolfo Valor', 'url': 'https://www.imdb.com/name/nm2926123/'}]",3.5,4.7
67,Movie,Extraction 2,https://www.imdb.comhttps://www.imdb.com/title/tt12263384/,https://m.media-amazon.com/images/M/MV5BZjg5MTM4N2QtN2RlMS00NzBlLTg3NDktM2ExZDNmMmExMGU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.","{'author': 'user1998', 'dateCreated': '2023-06-16', 'inLanguage': 'English', 'heading': 'A Worthy Opponent For John Wick Himself', 'reviewBody': 'It was a straight forward none stop action, with all the good reasons that pushes the story forward, and i loved it.\n\nLoved the sequences where the camera keeps following around in middle of the action with no cuts.\n\nLoved how they kept pushing the protagonist to the limits, as much as humanly possible, which makes it feel even more like i&apos;m watching a documentary of some war hero or something.\n\nLoved how the action was outrageous but realistic to some extent which makes the whole scenario believable because the writers respected our minds.\n\nAs i&apos;m writing this review, i&apos;m trying to think of something negative to say about this movie and i couldn&apos;t find any.\n\nPlease make more like this the world needs it.\n\nEdit => on 18 june 2023 (two days later) i finally found something negative to say about this movie, and it&apos;s about how the ending is simply not satisfying, i mean there could have been so many better scenarios to end the final boss fight and they settled with the laziest one.', 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.5,R,"['Action', 'Thriller']",2023-06-16,"sequel,based on comic book,second part,assassin,rescue",PT2H2M,"[{'name': 'Chris Hemsworth', 'url': 'https://www.imdb.com/name/nm1165110/'}, {'name': 'Golshifteh Farahani', 'url': 'https://www.imdb.com/name/nm0267042/'}, {'name': 'Adam Bessa', 'url': 'https://www.imdb.com/name/nm5575653/'}]","[{'name': 'Sam Hargrave', 'url': 'https://www.imdb.com/name/nm1092087/'}]","[{'name': 'Joe Russo', 'url': 'https://www.imdb.com/name/nm0751648/'}, {'name': 'Ande Parks', 'url': 'https://www.imdb.com/name/nm3133666/'}, {'name': 'Anthony Russo', 'url': 'https://www.imdb.com/name/nm0751577/'}]",4.25,3.95
68,Movie,Fair Play,https://www.imdb.comhttps://www.imdb.com/title/tt16304446/,https://m.media-amazon.com/images/M/MV5BYTkyNGViMmQtODgxZS00MDg3LWI2YWUtNzQ3YWNlYTFiMWMyXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg,"An unexpected promotion at a cutthroat hedge fund pushes a young couple&apos;s relationship to the brink, threatening to unravel far more than their recent engagement.","{'author': 'cristinehuma', 'dateCreated': '2023-10-07', 'inLanguage': 'English', 'heading': 'Started as a 5, ends as a 10', 'reviewBody': 'This was so much better than I expected. It&apos;s the kind of movie that you watch and hope it&apos;s good then you can&apos;t stop as it gets more intense and more intense with each scene. Makes me feel relieved to be over 50 and passed the grinding stage of life.\n\nYou don&apos;t want to relate, but you somehow do. In particular, I like how it ended. To me, the ending is very important and never do I ever want to be left, hanging and with questions. Phoebe Dynevor carried the movie and although I&apos;ve noticed her, now I will have to watch for her. Great actress. Alden Ehreneich, although I never warmed to him, has proven to be a good one. Guess it all depends on the roles you land. Watch it. You won&apos;t regret it.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.25,R,"['Drama', 'Mystery', 'Thriller']",2023-10-06,"psychological thriller,finance,jealousy,breasts,secret",PT1H53M,"[{'name': 'Phoebe Dynevor', 'url': 'https://www.imdb.com/name/nm3697443/'}, {'name': 'Alden Ehrenreich', 'url': 'https://www.imdb.com/name/nm2403277/'}, {'name': 'Eddie Marsan', 'url': 'https://www.imdb.com/name/nm0550371/'}]","[{'name': 'Chloe Domont', 'url': 'https://www.imdb.com/name/nm2132542/'}]","[{'name': 'Chloe Domont', 'url': 'https://www.imdb.com/name/nm2132542/'}]",2.6,4.3
69,Movie,Faithfully Yours,https://www.imdb.comhttps://www.imdb.com/title/tt20119468/,https://m.media-amazon.com/images/M/MV5BY2NkN2ViZWQtMzI0Zi00ZDVlLWEwNzQtNmQ1YTg5M2U0ZjQ2XkEyXkFqcGdeQXVyMTk3OTI4OQ@@._V1_.jpg,"Best friends Bodil and Isabel, apparently happily married, sneak off for secret affairs using each other as an alibi. But when Isabel is killed when they were supposed to have been together. Bodil gets caught up in her own web of ...","{'author': 'tkdlifemagazine', 'dateCreated': '2023-05-21', 'inLanguage': 'English', 'heading': 'Some Interesting Aspects But Not Great', 'reviewBody': 'There are a lot of good and compelling elements in this Dutch thriller. Two woman go away on a romantic weekend with their lovers, instead of their husbands and one is murdered. It is low budget, but it is engaging and interesting to watch how their romantic deception unravels their families&apos; lives in the midst of the murder. I did have an issue with the main character&apos;s reaction to her friends murder, although otherwise I found the acting to be good. I am not sure if a murder investigation is treated as casually outside of the United States as it appears to be here, but that issue unnerved me, a little, when watching. It has twists, which keep it interesting. But, not necessarily, more believable. I do think it is good filmmaking-the cinematography and the Direction are smart. It does keep you guessing, but in the end is messier than it needs to be.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 3}}",2.9,TV-MA,['Thriller'],2022-12-22,"adulterous wife,unfaithful wife,cheating wife,sex scene,horny wife",PT1H35M,"[{'name': 'Bracha van Doesburgh', 'url': 'https://www.imdb.com/name/nm1476196/'}, {'name': 'Nasrdin Dchar', 'url': 'https://www.imdb.com/name/nm1504719/'}, {'name': 'Gijs Naber', 'url': 'https://www.imdb.com/name/nm0618574/'}]","[{'name': 'André van Duren', 'url': 'https://www.imdb.com/name/nm0244011/'}]","[{'name': 'Elisabeth Lodeizen', 'url': 'https://www.imdb.com/name/nm7627236/'}, {'name': 'Paul Jan Nelissen', 'url': 'https://www.imdb.com/name/nm1007747/'}, {'name': 'André van Duren', 'url': 'https://www.imdb.com/name/nm0244011/'}]",1.55,3.0
70,Movie,Falling for Christmas,https://www.imdb.comhttps://www.imdb.com/title/tt14715170/,https://m.media-amazon.com/images/M/MV5BMDNhMWUxMjctZWFhNy00MjUzLWE3NjYtNTE4ZjVhYjRkZThmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter.","{'author': 'mywakinglife01', 'dateCreated': '2022-11-12', 'inLanguage': 'English', 'heading': 'Watched it for Lindsay stayed for the Xmas spirit.', 'reviewBody': 'This was a fun and adorable lighthearted Christmas movie. Yes I mostly put it on to see Lindsay make her great comeback and I&apos;m ready for her to be the new queen of Christmas. It put me into the holiday spirit. It&apos;s not a deep plot nor was I expecting it to be. Ignore the low ratings and sourpusses and enjoy the glory that is Lindsay Lohan making her comeback. The imagery is great with the backdrop of a snowy ski resort decked out with boughs of holy. It&apos;s not that serious so I&apos;m flabbergasted by the super low reviews. I&apos;m really not sure what those people were expecting but it&apos;s still a delightful movie to put you in the Christmas spirit.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.6,13+,"['Comedy', 'Romance']",2022-11-10,"christmas,hotel,love,amnesia,memory loss",PT1H33M,"[{'name': 'Lindsay Lohan', 'url': 'https://www.imdb.com/name/nm0517820/'}, {'name': 'Chord Overstreet', 'url': 'https://www.imdb.com/name/nm3432881/'}, {'name': 'George Young', 'url': 'https://www.imdb.com/name/nm2965226/'}]","[{'name': 'Janeen Damian', 'url': 'https://www.imdb.com/name/nm0078943/'}]","[{'name': 'Jeff Bonnett', 'url': 'https://www.imdb.com/name/nm2602637/'}, {'name': 'Ron Oliver', 'url': 'https://www.imdb.com/name/nm0646987/'}]",2.65,3.1
71,Movie,Fanfik,https://www.imdb.comhttps://www.imdb.com/title/tt27612422/,https://m.media-amazon.com/images/M/MV5BNWYwZjA0NDEtZmE4ZC00YTU4LTlkNDMtMzhmNWU1NmZmYjc1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Two high school students form an intense connection as they navigate the challenges of discovering and expressing their truest selves.,"{'author': 'sergepesic', 'dateCreated': '2023-09-11', 'inLanguage': 'English', 'heading': 'Quirky and imperfect', 'reviewBody': 'Poland has been living under right wing Catholic government for last 8 years. There even some towns in rural areas that proudly claim the status of gay free places. This kind of repression never works in the long run and it&apos;s starting to show. There are less than half Catholic priests ordained these days then even a decade ago. This quirky, imperfect flick brings a fresh view at the digital generation that seeks information and guidance from social media. Stodgy, dour, ultra conservative officials are losing their malignant influence and there isn&apos;t much they can do about it. Quick paced, original movie for the new era.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.85,TV-MA,['Drama'],2023-05-17,"gay,gay teenager,school,transgender,friendship",PT1H35M,"[{'name': 'Alin Szewczyk', 'url': 'https://www.imdb.com/name/nm9298424/'}, {'name': 'Jan Cieciara', 'url': 'https://www.imdb.com/name/nm4640414/'}, {'name': 'Dobromir Dymecki', 'url': 'https://www.imdb.com/name/nm3474113/'}]","[{'name': 'Marta Karwowska', 'url': 'https://www.imdb.com/name/nm2177943/'}]","[{'name': 'Marta Karwowska', 'url': 'https://www.imdb.com/name/nm2177943/'}, {'name': 'Grzegorz Jaroszuk', 'url': 'https://www.imdb.com/name/nm4755304/'}, {'name': 'Natalia Osinska', 'url': 'https://www.imdb.com/name/nm14872015/'}]",3.7,5.0
72,Movie,Faraway,https://www.imdb.comhttps://www.imdb.com/title/tt18747542/,https://m.media-amazon.com/images/M/MV5BOGY1YzQ3NWQtNTM0OS00MTJlLWE5MWEtNjA0NmVkNDRmOTRmXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,0,"{'author': 'star_hazard', 'dateCreated': '2023-03-09', 'inLanguage': 'English', 'heading': 'A slow paced journey', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.35,TV-MA,"['Comedy', 'Drama', 'Romance']",2023-03-08,"male nudity,quirky comedy,love,island,escape",PT1H49M,"[{'name': 'Naomi Krauss', 'url': 'https://www.imdb.com/name/nm0470320/'}, {'name': 'Goran Bogdan', 'url': 'https://www.imdb.com/name/nm2041861/'}, {'name': 'Adnan Maral', 'url': 'https://www.imdb.com/name/nm0544801/'}]","[{'name': 'Vanessa Jopp', 'url': 'https://www.imdb.com/name/nm0429774/'}]","[{'name': 'Jane Ainscough', 'url': 'https://www.imdb.com/name/nm2203642/'}, {'name': 'Alex Kendall', 'url': 'https://www.imdb.com/name/nm2560034/'}]",4.5,3.35
73,Movie,Fenómenas,https://www.imdb.comhttps://www.imdb.com/title/tt18315204/,https://m.media-amazon.com/images/M/MV5BMjk0ZWUzYjAtMGQ2MC00YzM4LWEwZDctMzM0NTA3ZmI3NWVhXkEyXkFqcGdeQXVyNDk3MzMwMTI@._V1_.jpg,Three middle-aged women who investigate paranormal events are put to the test when their leader Father Pilón disappears. Inspired by the real Hepta Group.,"{'author': 'kosmasp', 'dateCreated': '2023-04-24', 'inLanguage': 'English', 'heading': 'Deadly serious', 'reviewBody': 'No pun intended - I actually thought the movie would be a comedy to be honest. Probably because I knew the actors involved in this and also because it gave that vibe - seeing the poster or preview image on Netflix. Well shame on me I reckon - but I did have fun watching this (to continue with my puns I reckon).\n\nThe actors involved in this can not only do comedy obviously but are great actors in general. The deadly may have been a bit of a heightened statement - and was made for laughs on my side. So do not have expectations this will not fulfill - and that is where we get back to how we started right? How I perceived it and what it really is ... great cinematography and set design.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.7,TV-MA,['Horror'],2023-04-14,"middle age,paranormal phenomenon,ghost,secret,paranormal investigator",PT1H34M,"[{'name': 'Belén Rueda', 'url': 'https://www.imdb.com/name/nm0749104/'}, {'name': 'Gracia Olayo', 'url': 'https://www.imdb.com/name/nm0646010/'}, {'name': 'Toni Acosta', 'url': 'https://www.imdb.com/name/nm1071554/'}]","[{'name': 'Carlos Therón', 'url': 'https://www.imdb.com/name/nm1724912/'}]","[{'name': 'Marta Buchaca', 'url': 'https://www.imdb.com/name/nm2890857/'}, {'name': 'Fernando Navarro', 'url': 'https://www.imdb.com/name/nm3281140/'}]",2.25,0.0
74,Movie,Fien & Teun gaan kamperen,https://www.imdb.comhttps://www.imdb.com/title/tt26738580/,https://m.media-amazon.com/images/M/MV5BNWI0OTNjYzktZDk2Ni00NmJiLTg0ODAtNDU3YWQ5NDhlZGQ4XkEyXkFqcGdeQXVyMTA3NTI1MTAz._V1_.jpg,0,"{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.2,0,['Family'],2023-02-08,0,PT1H6M,[],"[{'name': 'Matthias Temmermans', 'url': 'https://www.imdb.com/name/nm1186427/'}]",[],2.2,3.35
75,Movie,Fijn weekend,https://www.imdb.comhttps://www.imdb.com/title/tt23782446/,https://m.media-amazon.com/images/M/MV5BYTEwODZjNmMtYzkyNi00MzZiLThjNzEtNDBjYjQ2ZWI2Mzc2XkEyXkFqcGdeQXVyMTI0NTcwMzgy._V1_.jpg,"A close-knit group of friends gather in French Burgundy to finally scatter ashes of their dead friend. When the widow unexpectedly brings her new boyfriend, the weekend takes a turn, and all friendships and relationships are put o...","{'author': 'movieman6-413-929510', 'dateCreated': '2023-01-19', 'inLanguage': 'English', 'heading': 'As if you&apos;re watching holiday footage of strange people you don&apos;t know at all.', 'reviewBody': 'Fijn weekend is a new comedy directed, part written and produced by Homies director Jon Karthaus. Jon Karthaus also plays a character in this film.\n\nIn the film, family members go with their partners and demented father to the French Burgundy, where they used to go as a family. This time they gather here for a memorial weekend and will scatter the ashes of their deceased brother and friend here.\n\nWhen Evelien (Lisa Zweerman) arrives too late with her new love Bram (Kay Greidanus), an uneasy atmosphere suddenly arises between everyone. Despite this atmosphere, as family and friends they just try to continue their traditions for one last time. This time everything is just different than they were used to.\n\nWith this movie, Jon Karthaus and the rest of the movie cast and crew seem to have come up with the idea for this movie together. In addition to Jon Karthaus, others from the film cast also co-wrote the story of the final film. For some of them this is only their first writing. For others who have written something before in the front of a film, this writing also remains a bit on the starting side. The fact that a story has been written with four people, some of whom are still on the inexperienced side, can be seen in the film itself. Many things like the characters or events are not given a clear background or further explanation. For example, you hardly know what everyone&apos;s relationship is, or what the rules are for the different games they play together. For example, it sometimes seems as if you are looking at holiday images of strange people that you do not know yourself.\n\nThis film is also reminiscent of a comedy made by actor Adam Sandler. With his Grown Ups films, for example, he would take befriended actors to a beautiful place to have the film played here, but otherwise he made little effort to really make something beautiful or comical of these films. Just like in such films of his, the most laughed is also by the film cast themselves in this film. The comedy of the film is much on the predictable or forced side, so there is not really much to laugh about anymore. The story itself is also a bit odd and sloppy. Characters often make separate decisions at the wrong moments, so that as a viewer, despite the fact that the film is a comedy, it is sometimes difficult to take it seriously. Many of these strange decisions seem unrealistic.\n\nDue to the lack of explanation and the separate actions that the characters sometimes undergo, the acting does not come out so strongly. Only when you learn about the relationships between the different characters later in the film can you better understand why they react to certain things the way they do. On the other hand, it does create extra discomfort between the characters and for you as a viewer.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 3}}",2.7,0,['Comedy'],2023-01-19,"female topless nudity,outdoor nudity,public nudity,friendship,death of a friend",PT1H29M,"[{'name': 'Ludwig Bindervoet', 'url': 'https://www.imdb.com/name/nm2807735/'}, {'name': 'Sarah Chronis', 'url': 'https://www.imdb.com/name/nm2457706/'}, {'name': 'Steef de Bot', 'url': 'https://www.imdb.com/name/nm6024583/'}]","[{'name': 'Jon Karthaus', 'url': 'https://www.imdb.com/name/nm1670246/'}]","[{'name': 'Kay Greidanus', 'url': 'https://www.imdb.com/name/nm0340028/'}, {'name': 'Jon Karthaus', 'url': 'https://www.imdb.com/name/nm1670246/'}, {'name': 'Lisa Zweerman', 'url': 'https://www.imdb.com/name/nm4313760/'}]",2.05,0.5
76,Movie,Freestyle,https://www.imdb.comhttps://www.imdb.com/title/tt28366647/,https://m.media-amazon.com/images/M/MV5BMWUwMWZkYjctNmM1NS00ZWQwLWJiM2MtZGJiZDJiOTNhYzkyXkEyXkFqcGdeQXVyODMwMzc1MjU@._V1_.jpg,"In need of cash for time in the recording studio, a rising rap star with a criminal past sets up a risky drug deal that could cost him everything.","{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",2.45,0,"['Action', 'Crime']",2023-09-13,0,PT1H28M,"[{'name': 'Maciej Musialowski', 'url': 'https://www.imdb.com/name/nm7977475/'}, {'name': 'Nel Kaczmarek', 'url': 'https://www.imdb.com/name/nm10061515/'}, {'name': 'Michal Sikorski', 'url': 'https://www.imdb.com/name/nm9300957/'}]","[{'name': 'Maciej Bochniak', 'url': 'https://www.imdb.com/name/nm4813513/'}]","[{'name': 'Maciej Bochniak', 'url': 'https://www.imdb.com/name/nm4813513/'}, {'name': 'Slawomir Shuty', 'url': 'https://www.imdb.com/name/nm4091787/'}]",0.0,1.1
